par1,par2,par3,par4,par5,par6,par7,par8,par9,weather
35,0,706.0,51,1,6920.0,138,8,56497.0,12
33,0,7737.0,56,1,7909.0,148,9,52299.0,12
32,0,6.0,55,1,7447.0,147,8,50474.0,12
32,0,4.0,56,1,7181.0,148,8,49271.0,12
32,0,6.0,55,1,7453.0,147,8,48589.0,12
32,0,9.0,56,1,7796.0,148,8,51178.0,12
31,0,15.0,56,1,6663.0,148,9,49960.0,12
31,0,10.0,56,1,6907.0,150,9,48397.0,12
32,0,4.0,55,1,6631.0,146,8,50681.0,12
31,0,10.0,56,1,6731.0,150,9,48656.0,12
32,0,5.0,56,1,6812.0,149,9,49879.0,12
31,0,6.0,54,1,6396.0,149,9,49692.0,12
32,0,37.0,58,1,8825.0,140,8,43800.0,12
34,0,219.0,63,2,16389.0,131,2,43880.0,12
38,0,395.0,88,2,36379.0,99,1,35099.0,12
44,0,1032.0,89,2,35638.0,95,1,35796.0,12
45,0,524.0,91,2,34433.0,94,1,31548.0,12
45,0,440.0,92,2,36615.0,94,1,32386.0,12
45,0,733.0,90,2,35243.0,92,1,29660.0,12
46,0,753.0,87,2,33385.0,98,1,33681.0,12
45,0,706.0,87,2,33447.0,98,1,33857.0,12
45,0,731.0,86,2,32928.0,98,1,34187.0,12
46,0,2132.0,86,2,32174.0,98,1,34569.0,12
46,0,2973.0,87,2,33262.0,93,1,31093.0,12
45,0,1626.0,87,2,33654.0,98,1,33634.0,12
45,0,713.0,87,2,33657.0,98,1,33973.0,12
45,0,710.0,87,2,33507.0,98,1,34043.0,12
43,0,1167.0,86,2,31454.0,97,1,36249.0,12
50,0,1832.0,87,2,31070.0,93,1,38233.0,12
50,0,692.0,76,2,24838.0,109,1,44345.0,12
42,0,388.0,75,2,14615.0,116,2,34611.0,12
47,0,73.0,74,2,16876.0,117,1,38018.0,12
46,0,96.0,76,2,16289.0,119,1,40416.0,12
50,0,25.0,60,1,13687.0,110,3,47751.0,12
42,0,20.0,65,1,15215.0,111,1,39591.0,12
46,0,32.0,62,1,14028.0,111,2,40636.0,12
46,0,77.0,62,1,13697.0,111,2,41202.0,12
52,0,16.0,66,1,14710.0,108,2,45270.0,12
46,0,67.0,62,1,13865.0,111,2,41343.0,12
46,0,76.0,62,1,14143.0,111,2,41669.0,12
45,0,85.0,61,1,13801.0,111,2,41177.0,12
42,0,126.0,67,1,15982.0,99,1,30585.0,12
41,0,298.0,79,2,21382.0,85,1,25748.0,12
42,0,137.0,69,1,18341.0,97,3,35249.0,12
41,0,1099.0,76,2,21838.0,95,1,37967.0,12
46,0,903.0,71,1,20767.0,96,1,38450.0,12
40,0,12.0,75,2,19277.0,95,1,34726.0,12
45,0,20.0,81,2,24729.0,84,1,29328.0,12
41,0,9.0,79,2,22190.0,88,1,31970.0,12
41,0,15.0,75,2,21642.0,100,1,30899.0,12
43,0,343.0,84,2,29679.0,79,1,21226.0,12
41,0,100.0,86,2,29783.0,77,1,22041.0,12
49,0,266.0,83,1,32725.0,81,1,24071.0,12
43,0,366.0,89,2,29261.0,75,1,19954.0,12
48,0,1111.0,93,1,20544.0,65,1,15693.0,12
49,0,1005.0,90,1,18738.0,69,1,18904.0,12
49,0,1106.0,90,1,17935.0,69,1,18556.0,12
49,0,1036.0,90,1,18256.0,69,1,18093.0,12
49,0,1208.0,90,1,18192.0,69,1,18302.0,12
49,0,1162.0,90,1,18166.0,68,1,18502.0,12
49,0,1517.0,90,1,17424.0,69,1,18377.0,12
49,0,1059.0,90,1,19038.0,69,1,17854.0,12
49,0,1093.0,90,1,18326.0,69,1,18016.0,12
49,0,1531.0,90,1,18250.0,69,1,18443.0,12
49,0,1127.0,90,1,18214.0,69,1,17855.0,12
49,0,978.0,90,1,18443.0,69,1,18318.0,12
49,0,1248.0,90,1,17900.0,69,1,18426.0,12
49,0,1096.0,90,1,18002.0,69,1,18268.0,12
49,0,1143.0,90,1,18056.0,69,1,18486.0,12
45,0,1732.0,93,2,16246.0,59,1,15424.0,12
64,0,416.0,107,1,24003.0,55,1,10336.0,12
58,0,213.0,122,9,20087.0,56,2,12198.0,12
40,0,1279.0,101,2,31542.0,98,1,30285.0,12
49,0,1304.0,89,2,15616.0,102,1,30183.0,12
48,1,1401.0,89,2,8949.0,104,2,26545.0,12
47,1,1439.0,89,2,12916.0,105,1,28425.0,12
46,0,1482.0,86,2,10674.0,106,1,29131.0,12
45,0,1651.0,87,2,10604.0,108,1,28818.0,12
45,0,1519.0,86,2,9934.0,108,1,29470.0,12
47,0,1556.0,86,2,9541.0,110,1,29897.0,12
44,0,1481.0,82,2,8628.0,112,1,32429.0,12
40,1,2108.0,80,2,15352.0,120,2,39235.0,12
47,1,4410.0,75,2,15267.0,113,1,33890.0,12
49,0,3531.0,73,2,12399.0,118,1,38501.0,12
43,0,3382.0,75,2,9702.0,120,1,45912.0,12
43,0,3404.0,68,2,8652.0,124,3,38446.0,12
43,0,3392.0,68,2,8660.0,124,3,37243.0,12
42,0,3324.0,68,2,8692.0,124,3,37462.0,12
43,0,3308.0,68,2,8426.0,124,3,37142.0,12
43,0,3455.0,68,2,8723.0,124,3,37339.0,12
42,0,3383.0,68,2,8683.0,124,3,36867.0,12
43,0,3331.0,68,2,8644.0,124,3,37004.0,12
43,0,3384.0,68,2,8544.0,124,3,36796.0,12
43,0,3366.0,68,2,8513.0,125,3,37075.0,12
43,0,3258.0,68,2,8238.0,124,3,37285.0,12
43,0,3375.0,68,2,8641.0,124,3,37623.0,12
43,0,3341.0,68,2,8849.0,124,3,37084.0,12
42,0,3313.0,68,2,8367.0,124,3,36760.0,12
43,0,2908.0,80,2,13952.0,116,1,37337.0,12
42,0,2604.0,77,2,27373.0,111,3,28293.0,12
41,0,3829.0,81,2,22747.0,90,2,25884.0,12
46,0,2416.0,90,2,20107.0,87,1,25146.0,12
48,0,2845.0,76,2,10960.0,96,2,29113.0,12
53,0,2140.0,76,2,13630.0,89,1,25246.0,12
46,0,1278.0,79,2,15378.0,95,1,27749.0,12
49,0,1267.0,75,2,11002.0,95,2,31106.0,12
49,0,1398.0,76,2,13127.0,99,1,23220.0,12
47,0,1495.0,74,2,16690.0,97,2,26634.0,12
53,0,2087.0,72,2,12290.0,97,2,23646.0,12
54,0,4132.0,70,2,11716.0,98,2,20182.0,12
43,0,1087.0,70,2,13456.0,117,2,37394.0,12
45,0,645.0,59,1,9843.0,115,3,42291.0,12
44,0,2144.0,67,1,11876.0,107,1,42219.0,12
52,0,5168.0,66,1,9849.0,112,2,29129.0,12
60,0,2484.0,57,1,8197.0,111,3,29900.0,12
46,0,10561.0,69,2,16344.0,100,2,27144.0,12
43,0,1526.0,82,2,27334.0,107,1,47370.0,12
40,0,386.0,59,1,16465.0,130,8,33239.0,12
40,0,664.0,56,1,13949.0,130,2,41824.0,12
41,0,510.0,57,1,13121.0,130,8,32455.0,12
47,0,477.0,57,1,12865.0,123,8,24719.0,12
52,0,127.0,54,1,10297.0,128,2,26326.0,12
43,0,125.0,56,1,10556.0,128,8,32181.0,12
44,0,123.0,61,1,14168.0,121,1,26107.0,12
44,0,244.0,61,1,13008.0,119,1,25447.0,12
53,0,425.0,62,1,13161.0,114,2,26498.0,12
46,0,584.0,74,1,15048.0,99,1,23450.0,12
50,0,953.0,71,1,11637.0,100,1,29508.0,12
47,0,1345.0,73,1,11460.0,98,1,28030.0,12
49,0,1460.0,76,1,13367.0,95,1,31241.0,12
48,0,1666.0,75,1,13124.0,97,1,32008.0,12
49,0,1806.0,75,1,12988.0,97,1,32109.0,12
49,0,1577.0,75,1,13048.0,97,1,32017.0,12
49,0,1810.0,75,1,12420.0,98,1,32578.0,12
51,0,1804.0,77,1,13381.0,95,1,29098.0,12
49,0,1852.0,75,1,12997.0,97,1,32260.0,12
48,0,1810.0,75,1,12685.0,97,1,31855.0,12
48,0,1743.0,75,1,13358.0,97,1,32114.0,12
48,0,1720.0,75,1,13164.0,97,1,32044.0,12
49,0,1722.0,75,1,13009.0,97,1,31939.0,12
48,0,1701.0,75,1,13096.0,97,1,31958.0,12
49,0,1760.0,75,1,13318.0,97,1,31865.0,12
49,0,1716.0,75,1,12851.0,97,1,31798.0,12
49,0,1738.0,75,1,13043.0,97,1,31888.0,12
48,0,1731.0,75,1,12896.0,97,1,31916.0,12
48,0,1746.0,75,1,13195.0,97,1,31669.0,12
49,0,1777.0,75,1,12929.0,97,1,31669.0,12
51,0,1918.0,76,1,13342.0,97,1,30652.0,12
47,0,2454.0,86,2,11543.0,81,1,17561.0,12
55,0,1415.0,99,2,11952.0,67,1,18593.0,12
52,0,1194.0,121,9,12844.0,53,1,10755.0,12
57,0,1692.0,112,9,11646.0,63,1,13309.0,12
45,0,1307.0,102,2,21574.0,75,1,18359.0,12
43,0,1885.0,102,2,25485.0,71,1,20673.0,12
47,0,1055.0,104,2,23537.0,67,1,22322.0,12
53,0,641.0,94,1,19620.0,79,3,24143.0,12
43,0,386.0,112,2,23797.0,70,1,21599.0,12
44,0,600.0,103,2,20599.0,73,1,19931.0,12
47,0,340.0,96,2,19051.0,80,1,27762.0,12
44,0,257.0,98,2,19466.0,87,1,28847.0,12
41,0,184.0,83,2,22568.0,100,2,33218.0,12
39,0,179.0,87,2,32618.0,87,1,32766.0,12
54,0,263.0,91,2,27460.0,83,2,23196.0,12
45,0,234.0,86,2,31956.0,82,1,31462.0,12
50,0,241.0,81,2,28858.0,89,1,32896.0,12
45,0,259.0,85,2,32681.0,91,1,29131.0,12
44,0,451.0,88,2,32088.0,84,1,27443.0,12
44,0,46.0,83,2,36579.0,91,2,31026.0,12
53,0,100.0,85,1,32205.0,87,2,29237.0,12
47,0,181.0,85,2,28206.0,97,1,32946.0,12
48,0,229.0,78,2,18934.0,106,2,35938.0,12
47,0,248.0,76,2,16247.0,106,2,42894.0,12
46,0,196.0,76,2,16534.0,108,2,42685.0,12
48,0,386.0,76,2,15380.0,106,2,39782.0,12
46,0,172.0,76,2,16826.0,108,2,41990.0,12
45,0,442.0,75,2,15788.0,108,2,42889.0,12
45,0,152.0,78,2,27083.0,99,1,39452.0,12
39,0,1293.0,79,2,28136.0,110,3,33751.0,12
45,0,134.0,67,2,13542.0,126,3,42968.0,12
48,0,82.0,77,2,17374.0,117,1,47854.0,12
51,1,175.0,76,2,15932.0,123,2,40352.0,12
49,1,256.0,76,2,19528.0,120,2,44338.0,12
48,1,456.0,76,2,17402.0,118,1,45613.0,12
53,0,303.0,68,2,11197.0,118,1,57336.0,12
56,0,19.0,61,1,8525.0,124,3,55045.0,12
40,0,2048.0,77,2,21018.0,111,3,32304.0,12
44,0,36.0,86,2,22437.0,95,1,23883.0,12
45,1,29.0,84,2,18501.0,102,1,23144.0,12
47,0,69.0,72,2,9640.0,107,2,37208.0,12
49,1,136.0,72,2,6734.0,111,1,37776.0,12
46,0,515.0,71,2,8169.0,112,2,33109.0,12
53,0,4325.0,62,2,7630.0,115,2,21873.0,12
49,1,3217.0,70,2,9342.0,122,2,44119.0,12
46,1,2277.0,73,2,12877.0,121,2,47047.0,12
46,0,3176.0,78,2,16967.0,115,1,42968.0,12
50,1,9533.0,77,2,14926.0,114,1,41253.0,12
49,1,7483.0,87,2,18542.0,102,1,31724.0,12
49,0,6561.0,81,2,16358.0,103,3,24515.0,12
50,0,6798.0,77,2,14516.0,96,1,22206.0,12
52,0,9070.0,89,2,11006.0,83,1,14170.0,12
56,0,3935.0,71,1,11216.0,106,3,28323.0,12
45,0,3096.0,93,2,20691.0,93,1,29876.0,12
46,0,3161.0,91,2,21531.0,93,2,27030.0,12
46,0,4665.0,94,2,25540.0,85,1,22467.0,12
47,0,4250.0,96,2,27453.0,83,1,24882.0,12
47,0,2401.0,100,2,29294.0,81,1,21217.0,12
47,0,2973.0,96,2,21579.0,92,1,28644.0,12
47,0,2069.0,72,2,11475.0,125,1,41528.0,12
45,0,2471.0,77,2,18922.0,120,1,41427.0,12
45,0,2668.0,87,2,28573.0,99,1,33210.0,12
40,0,443.0,59,1,16369.0,130,8,33334.0,12
39,0,325.0,56,1,13422.0,131,8,40414.0,12
40,0,388.0,57,1,12930.0,129,8,35710.0,12
44,0,292.0,51,1,8979.0,133,8,37663.0,12
43,0,98.0,57,1,10157.0,125,1,30981.0,12
44,0,177.0,62,1,13852.0,119,1,26910.0,12
47,0,505.0,66,1,14224.0,110,1,26791.0,12
46,0,1020.0,74,1,11716.0,97,1,25150.0,12
50,0,2214.0,79,1,11810.0,86,2,21969.0,12
53,0,1945.0,96,2,13423.0,69,1,14242.0,12
53,0,1436.0,116,9,12072.0,56,0,11352.0,12
52,0,1711.0,117,9,11745.0,54,1,12887.0,12
46,0,1239.0,103,2,13848.0,74,2,14942.0,12
42,0,1805.0,99,2,23649.0,75,1,22777.0,12
45,0,519.0,108,2,27655.0,66,1,19606.0,12
42,0,202.0,106,2,22000.0,71,1,22857.0,12
50,0,272.0,95,2,17158.0,85,2,25973.0,12
45,0,128.0,96,2,18790.0,87,1,29630.0,12
41,0,140.0,82,2,24641.0,98,1,34252.0,12
39,0,229.0,86,2,30628.0,83,1,29211.0,12
52,0,770.0,80,1,29261.0,87,3,24926.0,12
45,0,236.0,89,2,37122.0,81,1,27109.0,12
51,0,325.0,82,2,28194.0,89,1,33682.0,12
48,0,274.0,84,2,31487.0,90,1,29349.0,12
44,0,299.0,86,2,32101.0,87,1,28590.0,12
42,0,459.0,90,2,36631.0,78,1,24270.0,12
57,0,1025.0,75,1,28259.0,98,3,37682.0,12
44,0,512.0,85,2,36774.0,87,1,32232.0,12
49,0,273.0,76,2,22311.0,106,2,41683.0,12
47,0,262.0,78,2,17544.0,106,2,37458.0,12
46,0,262.0,75,2,15633.0,107,2,41878.0,12
46,0,272.0,75,2,16234.0,108,2,41419.0,12
46,0,368.0,75,2,16410.0,108,2,42078.0,12
47,0,472.0,74,2,16401.0,103,2,36795.0,12
49,0,937.0,80,2,16136.0,104,2,42300.0,12
44,0,395.0,77,2,18713.0,104,1,40046.0,12
45,0,157.0,84,2,37060.0,92,1,36843.0,12
47,0,2238.0,77,2,18160.0,119,2,39127.0,12
47,0,82.0,75,2,18097.0,116,1,38008.0,12
49,1,177.0,72,2,13880.0,124,2,42370.0,12
47,1,530.0,77,2,19082.0,119,1,39277.0,12
49,0,259.0,75,2,17218.0,114,1,47800.0,12
51,0,7.0,66,2,8025.0,118,1,56658.0,12
39,0,877.0,79,2,19491.0,112,3,41662.0,12
42,0,74.0,79,2,17347.0,101,2,27985.0,12
42,0,580.0,87,2,21973.0,99,1,25580.0,12
44,0,1377.0,82,2,18698.0,102,1,22283.0,12
46,0,80.0,71,2,9355.0,108,2,37495.0,12
48,1,164.0,72,2,6466.0,112,1,37393.0,12
45,0,430.0,71,2,7734.0,113,2,31582.0,12
53,0,4520.0,62,2,6964.0,116,2,21686.0,12
49,1,3284.0,69,2,9158.0,121,2,43605.0,12
46,1,2064.0,71,2,11659.0,121,2,48697.0,12
46,0,2829.0,77,2,16907.0,115,1,43219.0,12
50,1,9265.0,77,2,15026.0,114,1,39596.0,12
49,1,8225.0,85,2,21046.0,106,1,34869.0,12
49,0,6534.0,80,2,15759.0,103,3,25450.0,12
49,0,6396.0,77,2,15158.0,99,1,25314.0,12
53,0,9858.0,89,2,11441.0,82,1,13078.0,12
50,0,3946.0,83,2,16319.0,97,1,28803.0,12
46,0,2942.0,93,2,22841.0,96,1,30361.0,12
54,0,3094.0,78,1,17870.0,104,3,33551.0,12
54,0,4346.0,77,1,15727.0,99,3,25946.0,12
52,0,4174.0,92,2,25375.0,85,1,25167.0,12
46,0,2522.0,103,2,32585.0,80,1,19396.0,12
46,0,2898.0,102,2,27030.0,86,1,23574.0,12
45,1,2299.0,76,2,12639.0,123,1,39170.0,12
45,0,2566.0,77,2,19713.0,120,1,38773.0,12
44,0,2768.0,87,2,28270.0,98,1,33482.0,12
44,0,2017.0,64,1,10290.0,111,1,48685.0,12
44,0,1865.0,63,1,11098.0,114,2,43958.0,12
49,0,653.0,64,1,12094.0,109,2,40469.0,12
58,0,3368.0,59,1,6984.0,107,3,30736.0,12
44,0,1395.0,76,2,20881.0,100,1,37628.0,12
43,0,2162.0,76,2,19884.0,106,1,39541.0,12
44,0,6341.0,77,2,21851.0,106,1,51627.0,12
44,0,789.0,72,2,10377.0,105,1,42527.0,12
43,0,767.0,68,2,9132.0,99,1,33854.0,12
46,0,937.0,70,2,10812.0,100,1,28233.0,12
46,0,861.0,62,2,6460.0,111,2,39051.0,12
47,0,421.0,72,2,12715.0,101,1,32107.0,12
48,0,647.0,72,1,11351.0,97,3,34237.0,12
48,0,694.0,72,1,10405.0,101,3,37112.0,12
48,0,644.0,72,1,10258.0,101,3,37094.0,12
48,0,702.0,72,1,10411.0,101,3,37111.0,12
48,0,674.0,72,1,10404.0,101,3,36695.0,12
49,0,678.0,74,1,10829.0,101,3,38626.0,12
48,0,639.0,72,1,10391.0,101,3,36958.0,12
45,0,747.0,73,2,11808.0,101,2,36461.0,12
49,0,608.0,71,2,12054.0,104,1,30997.0,12
63,0,695.0,58,1,4676.0,114,2,34391.0,12
62,0,368.0,66,2,12403.0,104,1,27490.0,12
54,0,519.0,65,1,13312.0,100,1,26663.0,12
46,0,997.0,71,2,11656.0,96,1,39341.0,12
39,0,5209.0,79,2,15972.0,95,1,34077.0,12
40,0,1210.0,77,2,12590.0,108,1,45839.0,12
39,0,997.0,73,2,13093.0,106,1,54260.0,12
39,0,1039.0,78,2,16246.0,100,1,34537.0,12
40,0,1334.0,78,2,17301.0,99,1,43876.0,12
40,0,2401.0,87,2,23927.0,99,1,46064.0,12
42,0,3447.0,77,2,20819.0,99,1,46294.0,12
41,0,3356.0,77,2,21010.0,100,1,45939.0,12
41,0,3324.0,77,2,20979.0,100,1,46344.0,12
41,0,3339.0,77,2,21029.0,100,1,46299.0,12
42,0,3331.0,77,2,21266.0,100,1,45831.0,12
42,0,3326.0,77,2,21206.0,100,1,45935.0,12
41,0,3366.0,77,2,21135.0,100,1,46162.0,12
42,0,3315.0,77,2,21552.0,99,1,45655.0,12
40,0,3370.0,80,2,24083.0,102,1,37857.0,12
41,0,6254.0,81,2,19832.0,109,1,37470.0,12
39,1,7608.0,76,2,12644.0,122,8,41160.0,12
44,1,6776.0,77,2,13097.0,118,1,43079.0,12
38,0,4573.0,79,2,17008.0,109,1,41771.0,12
43,0,724.0,81,2,24396.0,97,1,30957.0,12
41,0,82.0,79,2,23218.0,101,2,34152.0,12
43,0,70.0,84,2,24492.0,95,1,34129.0,12
46,0,323.0,85,2,22211.0,91,1,31135.0,12
43,0,58.0,84,2,22932.0,94,1,35368.0,12
43,0,53.0,84,2,22217.0,94,1,34977.0,12
42,0,50.0,84,2,22337.0,94,1,35465.0,12
43,0,46.0,84,2,22488.0,94,1,35336.0,12
43,0,32.0,84,2,22251.0,94,1,35696.0,12
43,0,38.0,84,2,22025.0,93,1,34881.0,12
43,0,50.0,85,2,22204.0,94,1,34550.0,12
43,0,22.0,84,2,22397.0,94,1,35247.0,12
43,0,45.0,84,2,22720.0,94,1,35529.0,12
41,0,55.0,85,2,23227.0,92,1,34900.0,12
62,0,12.0,61,1,11737.0,105,3,39865.0,12
69,0,68.0,46,1,5202.0,123,4,51201.0,12
52,0,11.0,43,1,4143.0,126,3,44721.0,12
32,0,239.0,48,1,4846.0,139,8,42293.0,12
39,0,133.0,51,1,6501.0,136,8,40869.0,12
40,0,425.0,52,1,8173.0,131,8,47827.0,12
33,0,16.0,43,1,5598.0,146,8,53858.0,12
39,0,114.0,52,1,7799.0,133,8,38082.0,12
41,0,143.0,59,1,16482.0,129,8,33042.0,12
40,0,55.0,60,1,16788.0,126,8,35626.0,12
44,0,1973.0,64,1,10379.0,111,1,48835.0,12
43,0,1824.0,63,1,10253.0,114,2,44448.0,12
50,0,598.0,65,2,11908.0,107,2,39267.0,12
56,0,2823.0,59,1,7077.0,107,3,28555.0,12
44,0,1362.0,75,2,20284.0,101,1,37866.0,12
42,0,2495.0,76,2,19717.0,105,1,36580.0,12
46,0,6650.0,79,2,22046.0,106,1,50084.0,12
43,0,685.0,75,2,11545.0,103,1,41760.0,12
41,0,726.0,67,1,11002.0,103,1,49666.0,12
53,0,702.0,56,1,6749.0,119,3,40911.0,12
43,0,1725.0,77,2,9764.0,97,1,27299.0,12
49,0,16249.0,66,1,9658.0,112,3,43624.0,12
48,0,16133.0,67,1,10389.0,113,3,42291.0,12
48,0,16235.0,66,1,10501.0,113,3,42248.0,12
49,0,16148.0,67,1,10670.0,113,3,42050.0,12
48,0,16186.0,67,1,10557.0,113,3,42332.0,12
48,0,16115.0,67,1,10644.0,113,3,42089.0,12
49,0,16266.0,67,1,10469.0,112,3,42226.0,12
48,0,16159.0,67,1,10333.0,113,3,42331.0,12
48,0,16145.0,67,1,10092.0,113,3,42796.0,12
48,0,5595.0,68,1,11460.0,110,3,39447.0,12
47,0,1088.0,71,2,14139.0,104,1,31419.0,12
53,0,1446.0,67,2,9836.0,106,1,26470.0,12
59,0,631.0,60,1,9372.0,109,2,30316.0,12
56,0,558.0,58,1,11055.0,115,3,34138.0,12
50,0,739.0,67,2,12360.0,94,1,37421.0,12
40,0,4021.0,77,2,18341.0,90,1,32088.0,12
36,0,684.0,75,2,16260.0,109,2,41236.0,12
39,0,797.0,74,2,13488.0,105,1,53677.0,12
43,0,1192.0,68,2,15133.0,106,3,38637.0,12
40,0,2598.0,89,2,23174.0,100,1,43940.0,12
41,0,4764.0,87,2,23433.0,104,1,40902.0,12
41,0,5712.0,90,2,20490.0,105,1,40389.0,12
41,0,5996.0,90,2,20495.0,105,1,39887.0,12
41,0,5974.0,90,2,20064.0,105,1,39804.0,12
41,0,5992.0,90,2,20222.0,105,1,40052.0,12
41,0,5952.0,90,2,20013.0,105,1,39806.0,12
41,0,6001.0,90,2,20805.0,105,1,39777.0,12
41,0,5934.0,90,2,20202.0,105,1,39799.0,12
41,0,5763.0,90,2,20085.0,105,1,40227.0,12
41,0,6436.0,80,2,19363.0,106,1,34413.0,12
40,0,7957.0,75,2,11513.0,121,2,38349.0,12
43,1,7557.0,77,2,13440.0,118,1,43305.0,12
44,0,3301.0,73,2,16261.0,111,2,37155.0,12
41,0,521.0,75,2,22115.0,102,3,32307.0,12
41,0,59.0,79,2,23004.0,100,2,34983.0,12
43,0,34.0,84,2,24620.0,95,1,35306.0,12
43,0,15.0,85,2,22192.0,92,1,34198.0,12
43,0,19.0,84,2,22068.0,94,1,35576.0,12
43,0,21.0,84,2,22417.0,94,1,35482.0,12
43,0,29.0,84,2,22624.0,94,1,35535.0,12
43,0,17.0,84,2,22335.0,94,1,35407.0,12
43,0,21.0,84,2,22669.0,94,1,35312.0,12
43,0,34.0,84,2,22102.0,94,1,35562.0,12
43,0,49.0,85,2,22664.0,94,1,35041.0,12
43,0,31.0,84,2,22643.0,94,1,35119.0,12
43,0,36.0,84,2,22545.0,94,1,35250.0,12
43,0,28.0,84,2,22518.0,94,1,35313.0,12
42,0,23.0,86,2,23284.0,93,1,34925.0,12
50,0,20.0,77,2,16679.0,94,1,34118.0,12
71,0,9.0,47,1,8565.0,124,4,68788.0,12
34,0,2.0,48,1,7212.0,138,8,44079.0,12
45,0,557.0,58,1,9053.0,131,8,36938.0,12
40,0,422.0,47,1,4820.0,137,8,49995.0,12
43,0,305.0,45,1,4311.0,141,2,40312.0,12
40,0,167.0,51,1,7192.0,133,8,35917.0,12
40,0,178.0,60,1,15715.0,129,8,32957.0,12
40,0,63.0,59,1,15812.0,126,2,35323.0,12
37,0,2.0,53,1,7791.0,139,8,48312.0,12
34,0,1.0,55,1,6137.0,148,8,49001.0,12
31,0,10.0,57,1,7966.0,145,8,43650.0,12
33,0,29.0,59,1,12999.0,136,8,52398.0,12
35,0,12.0,58,1,15940.0,140,2,45758.0,12
38,0,120.0,89,2,39894.0,97,1,31294.0,12
45,0,884.0,87,2,32878.0,98,2,37065.0,12
44,0,611.0,88,2,35233.0,95,1,30404.0,12
49,0,1830.0,90,2,33641.0,89,1,32235.0,12
60,0,787.0,66,1,24817.0,108,3,39470.0,12
45,0,7565.0,71,2,16132.0,124,2,42963.0,12
48,0,138.0,72,2,14148.0,117,2,36205.0,12
46,0,487.0,74,2,14698.0,120,1,46927.0,12
49,1,2402.0,74,2,16011.0,121,2,41523.0,12
49,1,355.0,77,2,16186.0,118,1,42045.0,12
49,0,415.0,75,2,14822.0,118,1,43768.0,12
49,0,408.0,75,2,15477.0,118,1,42894.0,12
49,0,421.0,75,2,15322.0,118,1,42823.0,12
49,0,395.0,75,2,15212.0,118,1,42872.0,12
49,0,399.0,75,2,14920.0,118,1,42749.0,12
49,0,405.0,75,2,15401.0,118,1,42273.0,12
47,0,609.0,74,2,17433.0,117,1,42519.0,12
55,0,323.0,65,2,9338.0,122,1,56453.0,12
53,0,799.0,74,2,12984.0,115,1,50417.0,12
51,0,3189.0,69,2,10710.0,109,2,44607.0,12
43,0,2771.0,82,2,26814.0,99,1,30500.0,12
49,0,2341.0,76,2,18339.0,101,1,33184.0,12
47,0,2627.0,86,2,27440.0,104,1,30140.0,12
44,0,1907.0,87,2,28101.0,98,1,32926.0,12
60,0,974.0,69,2,15875.0,117,2,42622.0,12
46,0,408.0,75,2,10735.0,121,1,43700.0,12
45,0,329.0,69,2,6841.0,125,2,43977.0,12
44,0,333.0,73,2,8123.0,121,1,45519.0,12
44,0,379.0,72,2,8117.0,119,1,44591.0,12
48,0,343.0,67,2,6722.0,120,2,44276.0,12
48,0,392.0,66,2,7257.0,121,2,44156.0,12
48,0,332.0,62,2,7148.0,125,3,45380.0,12
45,0,100.0,71,2,8543.0,113,2,47074.0,12
44,0,137.0,75,2,16249.0,111,2,45574.0,12
44,0,152.0,75,2,16050.0,111,2,45725.0,12
44,0,166.0,75,2,16143.0,111,2,45446.0,12
44,0,159.0,75,2,15965.0,111,2,45760.0,12
44,0,173.0,75,2,16243.0,111,2,45461.0,12
44,0,177.0,75,2,16063.0,111,2,45628.0,12
44,0,180.0,75,2,16079.0,111,2,45813.0,12
44,0,177.0,75,2,16051.0,111,2,45984.0,12
44,0,174.0,75,2,16153.0,111,2,46022.0,12
44,0,178.0,75,2,15714.0,111,2,46005.0,12
44,0,146.0,75,2,15535.0,111,2,46024.0,12
44,0,170.0,75,2,15416.0,111,2,45850.0,12
43,0,140.0,77,2,18026.0,109,1,39375.0,12
45,0,213.0,72,2,15698.0,108,3,39835.0,12
41,0,87.0,79,2,23616.0,101,2,54751.0,12
46,0,99.0,76,2,15351.0,99,1,40607.0,12
40,0,131.0,72,2,16386.0,107,1,54861.0,12
43,0,4628.0,79,2,20278.0,88,1,36730.0,12
46,0,3648.0,84,2,16933.0,78,1,28862.0,12
58,0,505.0,70,2,12029.0,86,1,53298.0,12
54,0,755.0,72,2,10036.0,87,1,45973.0,12
53,0,743.0,73,2,9980.0,91,1,36234.0,12
55,0,1067.0,75,2,12971.0,95,1,28481.0,12
52,0,798.0,76,2,13232.0,100,2,28308.0,12
52,0,713.0,76,2,13107.0,100,2,28379.0,12
52,0,739.0,76,2,12893.0,100,2,28313.0,12
52,0,714.0,76,2,13116.0,100,2,28615.0,12
52,0,714.0,76,2,13199.0,100,2,28555.0,12
46,0,889.0,70,2,13366.0,103,2,30626.0,12
48,0,1207.0,71,2,9258.0,111,1,30733.0,12
53,0,2731.0,67,2,6167.0,115,2,28992.0,12
53,0,4334.0,67,2,9642.0,122,1,34281.0,12
42,0,656.0,70,2,12707.0,105,1,39435.0,12
46,0,1600.0,67,2,10436.0,111,2,30302.0,12
47,0,5527.0,69,2,12710.0,113,1,29507.0,12
47,0,6947.0,75,2,15129.0,112,1,31588.0,12
48,0,7554.0,76,2,14904.0,98,1,30575.0,12
45,0,5536.0,88,2,30161.0,85,1,26850.0,12
